wrkstat,wrkslf,occ10,prestg10,indus10,marital,spwrksta,cowrksta,spocc10,sppres10,spind10,coocc10,coind10,pawrkslf,paocc10,papres10,paind10,maocc10,mapres10,maind10,sibs,childs,age,agekdbrn,degree,padeg,madeg,spdeg,major1,sex,race,reg16,mobile16,family16,incom16,born,parborn,granborn,maborn,paborn,babies,preteen,teens,adults,unrelat,earnrs,income,rincome,region,size,partyid,vote16,vote20,polviews,natspac,natenvir,natheal,natcity,natcrime,natdrug,nateduc,natrace,natarms,nataid,natfare,natroad,natsoc,natmass,natpark,natchld,natsci,natenrgy,eqwlth,spkath,colath,libath,spkrac,colrac,librac,spkcom,colcom,libcom,spkmslm,colmslm,libmslm,relig,jew,attend,postlife,relig16,jew16,sprel,happy,hapmar,hapcohab,health,life,helpful,fair,trust,confinan,conbus,conclerg,coneduc,confed,conlabor,conpress,conmedic,contv,conjudge,consci,conlegis,conarmy,confedvac,class,rank,satfin,finalter,finrela,premarsx,teensex,xmarsex,homosex,pornlaw,xmovie,reborn,marblk,marasian,marhisp,marwht,wordsum,sei10,partners,matesex,frndsex,acqntsex,pikupsex,paidsex,othersex,condom,idu30,evcrack,crack30,hivtest,sexornt,year,id,sampcode,sample,phase,sdastrata,sdaclusters,vpsu,vstrat,compwt,wtssnrps,wtssall,wtssnr,wtss,oversamp,formwt,wtssps
 1, 2,4520,30,8080, 3,.i, 4,  .i,53,  .i, 120,6870, 2,7700,50,3070,4150,33,8660, 2, 0,55,27, 3, 0, 1,.i,16, 2, 1, 4, 3, 1, 3, 1,.i, 0, 1, 1, 0, 0, 0, 2, 1, 0,12,12, 3,  40, 0, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 2, 2, 1, 1, 1, 4, 2, 2, 5, 1, 2, 4, 2, 2, 5, 1, 1,.i, 1,.i, 1,.i,.i, 2,.i, 2, 2, 2,.i,.i,.i, 2, 2, 2, 2, 2, 2, 2, 1, 2, 3, 2, 2, 2,.i, 3,.i, 2, 2, 4,.i,.i, 2, 4, 1, 1, 2,.i,.i,.i,.i,.i,20.1, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,1893, .i,10,.i,12,1.07200000000000000e+03,   2,2706,1.79899999999999993e+00,1.79901189256667826e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.97239874017611672e+00
 2, 1,4230,25,9290, 1, 2,.i,4230,25,9290,  .i,  .i, 2, 630,47,9160,2010,54,9160, 0, 3,39,18, 1, 4, 2, 0,.i, 1, 1, 8, 1, 1, 1, 2,.i, 4, 2, 2, 0, 2, 1, 2, 0, 2,12,12, 8,  27, 1, 2, 2, 4, 3, 1, 1, 1, 1, 1, 1, 1, 3, 2, 3, 2, 1, 1, 1, 2, 1, 1,.i, 1, 4, 2, 2, 5,.d, 1, 5, 2, 2, 5, 2, 2,.i, 3, 1, 2,.i, 2, 1, 1,.i, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 2, 2, 1, 3, 4, 4, 1, 2,.i,.i, 2, 3, 3, 3, 3, 5,12.6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1894, .i,10,.i,12,1.07800000000000000e+03,   1,2707,4.63399999999999979e-01,4.63395623721008343e-01,                     .y,                     .y,                     .y,1.0000,1.000,5.31399542311202788e-01
 1, 2,2100,69,7270, 1, 2,.i, 205,46, 180,  .i,  .i, 2, 800,60,2170, 230,59,7860, 2, 1,39,39, 4, 4, 3, 4,29, 1, 1, 5, 3, 1, 3, 1,.i, 0, 1, 1, 1, 0, 0, 2, 0, 2,12,12, 8,  27, 2, 1, 1, 3, 3, 1, 3, 1, 2, 2, 1, 1, 2, 2, 2, 3, 2, 1, 1, 2, 1, 2, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 1, 2, 1,.i, 4, 2, 2,.i, 2,.i, 2, 2, 1, 2, 2, 2, 1, 3, 3, 2, 1, 1, 1, 1, 3, 1,.i, 2, 6, 2, 1, 4, 4, 2,.i,.i, 2, 2, 2, 3, 3, 3, 3, 8,91.1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1895, .i,10,.i,12,1.10500000000000000e+03,   1,2707,4.37500000000000000e-01,4.37491364540552152e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.76091731270325336e-01
 8,.i,  .i,.i,  .i, 3,.i,.i,  .i,.i,  .i,  .i,  .i, 2,6050,27, 170,  .n,.i,  .n, 6,.i,81,19, 0,.i,.i,.i,.i, 2, 1, 7, 3, 1, 2, 1,.i,.i, 1, 1,.i,.i,.i, 4, 0, 2,12,.i, 8,  27, 3, 2, 2, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 2, 2, 1, 2, 2, 2, 1,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 5,.i, 1,.i, 2, 1, 1,.i,.i, 2,.i,.i, 3, 1, 1, 1, 2, 2, 2, 2, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1,.i, 3,.i, 2, 3, 3,.i,.i, 1, 1, 1,.i, 1,.i,.i,.i,.i,.i,  .i, 0,.i,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,1896, .i,10,.i,12,1.08600000000000000e+03,   1,2707,1.07380000000000009e+00,1.07381334261280847e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.15379237144971536e+00
 1, 2,4250,37,7770, 5,.i,.i,  .i,.i,  .i,  .i,  .i,.i,  .i,.i,  .i,5240,31,7590, 4, 2,22,.i, 1,.i, 1,.i,.i, 1, 1, 8, 1, 5, 2, 1,.i, 2, 1, 2, 2, 0, 0, 5, 0, 3,12,12, 8,  27, 3, 3,.n, 4, 2, 2, 1, 1, 2, 1, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 1,.i, 4,.i,.i, 2,.i,.i, 2,.i,.i,.i,.i, 2, 1, 1, 1, 1, 2, 2, 2, 2, 2, 2, 2, 2,.i, 2, 4, 2, 1, 2, 4, 2,.i,.i, 2, 1, 2, 1, 1, 1, 1, 5,18.6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1897, .i,10,.i,12,1.09700000000000000e+03,   1,2707,1.05479999999999996e+00,1.05479744353105898e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.18705776665222129e+00
 1, 2,7700,50,3770, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,7740,34,2990, 900,54,6890, 2,.i,20,.i, 1, 1, 1,.i,.i, 1, 3, 8, 1, 1, 3, 1,.i, 2, 1, 1,.i,.i,.i, 4, 0, 4,.r,.i, 8,  27, 2, 3, 2, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 2, 1, 2, 1, 1, 1,.i,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 5,.i, 1,.i, 3, 1, 1,.i,.i, 2,.i,.i, 1, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 6, 1, 1, 3, 4, 1, 1,.d,.i,.i, 1, 1, 1, 1, 1, 5,46.5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1898, .i,10,.i,12,1.09700000000000000e+03,   1,2707,5.77899999999999969e-01,5.77938280285240302e-01,                     .y,                     .y,                     .y,1.0000,1.000,7.03200008205338789e-01
 3, 2,5100,24,6870, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,  20,50,7870, 850,63,6970, 2, 0,34,.i, 1, 2, 3,.i,.i, 2, 1, 8, 1, 1, 3, 1,.i, 0, 1, 1, 0, 0, 0, 1,.i, 1,12,12, 8,  27, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 3, 3, 3, 1, 2, 1, 3, 2, 1, 1, 3, 1, 1, 4, 2, 1, 4, 2, 1, 5, 2, 1, 4, 2, 2,.i, 0,.i, 2,.i,.i, 3,.i,.i, 3, 2,.i,.i,.i, 2, 2, 3, 3, 2, 1, 3, 2, 2, 3, 1, 3, 3,.i, 2,.i, 3, 1, 3,.i,.i, 3, 4, 2, 1, 2,.i,.i,.i,.i,.i,34.8, 4, 2, 1, 1, 2, 2, 2, 2,.i, 1, 3, 1, 3,2022,1899, .i,10,.i,12,1.10000000000000000e+03,   1,2707,2.28500000000000009e-01,2.28512656921072421e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.42486153500016732e-01
 1, 2,4230,25,7690, 5,.i, 2,  .i,.i,  .i,  .i,  .s, 1, 340,42,8660,  .i,.i,  .i, 3, 1,24,20, 1,.i,.i,.i,.i, 2, 3, 0, 3, 1, 2, 2,.i, 4, 2, 2, 1, 0, 0, 2, 0, 2, 5, 5, 8,  27, 3, 1, 2, 5, 2, 2, 3, 3, 1, 3, 3, 3, 3, 1, 2, 2, 2, 2, 3, 3, 3, 2, 1, 2, 5, 2, 2, 4, 2, 1, 4, 2, 2, 5, 1, 2,.i, 1, 2, 2,.i,.i, 2,.i, 1, 2, 2, 2, 2, 2, 3,.s,.s, 2, 2, 2, 3, 2, 2, 3, 2, 3, 2,.i, 2,.i, 2, 1, 3,.i,.i, 1, 1, 2, 2, 2,.i,.i,.i,.i,.i,12.6, 1, 1,.i,.i,.i,.i,.i, 1,.i, 2,.i, 2, 3,2022,1900, .i,10,.i,12,1.08900000000000000e+03,   1,2707,2.69799999999999984e-01,2.69809364875888746e-01,                     .y,                     .y,                     .y,1.0000,1.000,3.09533837593931327e-01
 7,.i,  .i,.i,  .i, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,4720,28,5090,4720,28,4970, 0,.i,25,.i, 0, 1, 1,.i,.i, 1, 1, 8, 1, 1, 1, 1,.i, 0, 1, 1,.i,.i,.i, 4, 1, 2,12,.i, 8,  27, 3, 2, 2, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 1, 2,.d,.d, 2, 1,.i,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 5,.i, 4,.i, 0, 1, 1,.i,.i, 2,.i,.i, 1,.d,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 3, 5, 3, 1, 3, 4, 4, 1, 4,.i,.i, 2, 1, 1, 1, 1, 5,  .i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1901, .i,10,.i,12,1.07800000000000000e+03,   1,2707,8.74849999999999994e+00,8.74868662452870183e+00,                     .y,                     .y,                     .y,1.0000,1.000,9.79883030294892876e+00
 1, 2,6710,26, 770, 1, 1,.i,3640,48,7980,  .i,  .i, 2,6710,26, 770,4040,32,8690, 5, 0,26,.i, 0, 0, 1, 1,.i, 1, 1, 8, 1, 8, 3, 1,.i, 0, 1, 1, 0, 0, 0, 2, 1, 0,12,12, 8,  27, 7, 2, 2, 5, 2, 1, 1, 2, 2, 2, 1, 1, 3, 2, 3, 3, 2, 2, 1, 2, 1, 1, 4, 1, 4, 2, 2, 5, 1, 2, 5, 1, 2, 5, 1, 4,.i, 0,.d, 1,.i, 4, 2, 1,.i, 1, 1, 2, 1, 2, 1, 3, 3, 2, 3, 1, 3, 1, 2, 3, 1, 3, 1,.i, 2,.i, 1, 3, 3,.i,.i, 1, 4, 2, 2, 2,.i,.i,.i,.i,.i,23.8, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,1902, .i,10,.i,12,1.07900000000000000e+03,   1,2707,7.36519999999999975e+00,7.36537707107238937e+00,                     .y,                     .y,                     .y,1.0000,1.000,7.83093434302391245e+00
 1, 2,1006,65,7380, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2, 710,51,4170,2320,64,7860, 4, 0,26,.i, 1, 1, 4,.i,.i, 1, 1, 7, 3, 1, 5, 1,.i, 1, 1, 1, 0, 0, 0, 1,.i, 1,12,12, 8, 184, 0, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1,.i, 1, 4, 2, 1, 5, 2, 1, 4, 2, 1, 4, 2, 4,.i, 0,.i, 1,.i,.i, 2,.i,.i, 3, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 7, 3, 1, 5, 4, 4, 2, 4,.i,.i, 2, 3, 3, 3, 3, 9,80.7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1903, .i,10,.i,12,1.08600000000000000e+03,   1,2707,3.26000000000000012e-01,3.26044454575921683e-01,                     .y,                     .y,                     .y,1.0000,1.000,3.44997142442725446e-01
 1, 2,2200,74,7870, 5,.i,.i,  .i,.i,  .i,  .i,  .i, 2,4810,47,6690,2830,51,7490, 1, 0,61,.i, 4, 1, 1,.i, 5, 1, 1, 9, 3, 1, 4, 1,.i, 4, 2, 2, 0, 0, 0, 1,.i, 1,12,10, 8, 184, 3, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 4,.i, 0, 1, 1,.i,.i, 2,.i,.i, 2,.i, 2, 2, 2, 2, 2, 3, 2, 2, 2, 2, 1, 2, 2, 1, 2, 2,.i, 3, 3, 2, 1, 2, 3, 2,.i,.i, 2, 2, 2, 3, 3, 3, 2, 9,84.5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1904, .i,10,.i,12,1.07500000000000000e+03,   1,2707,2.23099999999999993e-01,2.23092683029333272e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.39908197486681102e-01
 1, 2,1107,48,6970, 1, 1,.i, 710,51,8590,  .i,  .i, 2,3060,80,8180,  .i,.i,  .i, 1, 0,29,.i, 4, 4, 3, 4, 9, 1, 3, 0, 3, 1, 4, 2,.i, 4, 2, 2, 0, 0, 0, 2, 0, 2,12,12, 8, 184, 1, 3, 3, 2, 3, 1, 2, 1, 1, 1, 2, 1, 3, 3, 2, 2, 2, 1, 2, 2, 3, 1, 2, 2, 4, 2, 2, 5, 1, 2, 5, 2, 2, 5, 2, 7,.i, 0,.i, 7,.i, 7, 1, 1,.i, 2, 1,.i,.i,.i, 2, 1, 3, 2, 2, 1, 2, 1, 2, 2, 1, 2, 2,.i, 3,.i, 2, 1, 4,.i,.i, 2, 4, 2, 1, 2,.i,.i,.i,.i,.i,70.5,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1905, .i,10,.i,12,1.08800000000000000e+03,   1,2707,8.54600000000000026e-01,8.54613728359616687e-01,                     .y,                     .y,                     .y,1.0000,1.000,9.07850565719763636e-01
 5, 2,3255,64,8180, 3,.i,.i,  .i,.i,  .i,  .i,  .i, 2,2310,61,7860,3540,53,7290, 4,.i,74,24, 3, 4, 3,.i,36, 2, 3, 0, 3, 1, 3, 2,.i, 4, 2, 2,.i,.i,.i, 1,.i, 0, 1,.i, 8, 184, 3,.n,.n, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1, 1, 2, 1, 1, 1, 1, 4,.i, 4,.i,.i, 4,.i,.i,.i,.i,.i, 4,.i, 1,.i, 4,.i, 4,.i,.i, 2,.i,.i, 2, 2,.i,.i,.i, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1,.i, 1,.i, 2, 3, 3,.i,.i, 1, 1, 1,.i, 2,.i,.i,.i,.i,.i,84.2, 0,.i,.i,.i,.i,.i,.i, 1,.i, 2,.i, 2, 3,2022,1906, .i,10,.i,12,1.07900000000000000e+03,   1,2707,2.60400000000000020e-01,2.60377207594767124e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.79529558574630910e-01
 1, 2, 420,52,9170, 5,.i, 1,  .i,38,  .i,4010,8680, 1,4710,48,8770,  .i,.i,  .i, 3, 0,31,.i, 3, 1, 1,.i,39, 1, 1, 8, 2, 1, 2, 1,.i, 0, 1, 1, 0, 0, 0, 2, 1, 1,12,12, 8, 184, 7, 1, 2, 1, 3, 1, 1, 1, 3, 3, 1, 1, 3, 1, 1, 2, 1, 1, 2, 1, 3, 1,.i, 1, 4, 2, 2, 5, 2, 1, 5, 2, 1, 4, 2, 4,.i, 0,.i, 1,.i,.i, 3,.i, 3, 3, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2,.s, 2, 1, 2, 4, 4, 3, 4,.i,.i, 2, 3, 3, 3, 3,10,67.8,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1907, .i,10,.i,12,1.07200000000000000e+03,   1,2707,3.78000000000000003e-01,3.78036990845045107e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.07477961258770172e-01
 6,.i,  .i,.i,  .i, 5,.i,.i,  .i,.i,  .i,  .i,  .i,.i,  .n,.i,  .n,3630,36,8080, 4, 0,21,.i, 2, 1, 1,.i,53, 2, 2, 8, 2, 8, 3, 1,.i, 1, 1, 1, 0, 0, 0, 2,.i, 1, 9,.i, 8, 184, 1, 3, 1, 2, 3, 1, 1, 1, 1, 3, 1, 1, 3, 3, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 4, 2, 2, 5, 1, 1, 4, 2, 2, 5, 1, 4,.i, 1,.i, 2,.i,.i, 3,.i,.i, 3, 2,.i,.i,.i, 2, 3, 3, 2, 3, 3, 2, 2, 2, 3, 1, 3, 3,.i, 1,.i, 3, 3, 1,.i,.i, 1, 4, 2, 1, 2,.i,.i,.i,.i,.i,  .i, 5, 2, 2, 1, 1, 2,.i, 2,.i, 2,.i, 1, 3,2022,1908, .i,10,.i,12,1.10200000000000000e+03,   1,2707,3.35799999999999987e-01,3.35784764327898388e-01,                     .y,                     .y,                     .y,1.0000,1.000,3.90278755417612200e-01
 1, 2,4130,16,8690, 5,.i,.i,  .i,.i,  .i,  .i,  .i,.i,  .i,.i,  .i,5840,38,6990, 3, 0,22,.i, 0,.i, 1,.i,.i, 2, 1, 8, 2, 5, 2, 1,.i, 4, 2, 2, 0, 0, 0, 1,.i, 1, 9,.i, 8, 184, 3, 3, 1, 3,.d, 1, 1, 1, 1, 1, 1, 1, 3,.d, 1,.d, 1, 2,.d, 1,.d,.d,.i, 1, 4, 2, 2, 5, 1, 1, 5, 2, 2, 5, 1, 4,.i, 0, 2, 2,.i,.i, 3,.i,.i, 3, 3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2, 9, 3, 2, 2, 4, 1, 1, 4,.i,.i, 2, 3, 3, 3, 3, 8,13.3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1909, .i,10,.i,12,1.09400000000000000e+03,   1,2707,2.31300000000000006e-01,2.31274122108719393e-01,                     .y,                     .y,                     .y,1.0000,1.000,2.58201704323545889e-01
 1, 2,3320,59,8180, 1, 1,.i, 950,39,5590,  .i,  .i, 2,6260,28, 770,4110,31,8680, 2, 0,32,.i, 1, 3, 1, 1,.i, 2,.i, 3, 3, 1, 4, 1,.i, 0, 1, 1, 0, 0, 0, 2, 0, 2,.i,.d, 8,  36, 5, 1, 2, 6, 1, 2, 1, 2, 1, 2, 1, 3, 3, 1, 3, 1, 2, 3, 1, 1, 1, 2, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 0,.i, 4,.i, 1, 2, 2,.i, 2,.i,.i,.i,.i, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2,.i, 3, 2, 1, 1, 4, 1, 1,.i,.i, 3, 2, 1, 1, 2, 1, 1, 4,69.3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1910, .i,10,.i,12,1.07900000000000000e+03,   1,2707,3.42200000000000004e-01,3.42213934336029202e-01,                     .y,                     .y,                     .y,1.0000,1.000,3.89932833774087440e-01
 5, 2,7750,35,3960, 2,.i,.i,  .i,.i,  .i,  .i,  .i, 2,6355,49,9370,5810,37,7580, 5, 0,69,21, 1, 1, 3,.i,.i, 2, 1, 8, 1, 1, 3, 1,.i,.i, 1, 1, 0, 0, 0, 1,.i, 0,11,.i, 8,  36, 3, 1, 2, 6, 2, 2, 2,.d,.d,.d, 1, 1, 1,.d, 1, 1, 1, 2,.d, 1, 2,.d, 4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 4, 1, 1,.i,.i, 3,.i,.i, 3,.i, 1, 2, 2, 2, 1, 1, 2,.d, 2, 2, 1, 2,.d,.d, 3, 1,.i, 1, 5, 3, 2, 2, 2, 1,.i,.i, 1, 2, 2, 1, 1, 1, 1, 6,25.0,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1911, .i,10,.i,12,1.07900000000000000e+03,   1,2707,1.92189999999999994e+00,1.92191591191646061e+00,                     .y,                     .y,                     .y,1.0000,1.000,2.07493577611246360e+00
 5, 2,4540,31,8590, 1, 1,.i,2840,55,6990,  .i,  .i, 2,4760,31,4770, 800,60,8190, 1, 0,79,22, 3, 0, 1, 3,42, 1, 1, 8, 2, 1, 3, 1,.i, 0, 1, 1, 0, 0, 0, 3, 0, 3,12,.i, 8,  36, 3, 1, 1, 4, 1, 1, 2, 2, 1, 2, 1, 2, 2, 3, 2, 1, 1, 2, 2, 2, 1, 1, 1,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 1,.i, 1,.i, 1, 2, 1,.i, 1,.i,.i,.i,.i, 2, 2, 3, 3, 3, 2, 3, 1, 2, 3, 1, 3, 1,.i, 3, 4, 2, 3, 4, 3, 1,.i,.i, 2, 2, 2, 3, 3, 3, 3, 9,40.4,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1912, .i,10,.i,12,1.09200000000000000e+03,   1,2707,6.60299999999999998e-01,6.60276112525095216e-01,                     .y,                     .y,                     .y,1.0000,1.000,7.31038637375964417e-01
 1, 1,6230,44, 770, 1, 7,.i,  .i,.i,  .s,  .i,  .i, 2,1050,48,9590,5700,47,7870, 7, 4,46,25, 1, 3, 2, 2,.i, 1, 1, 8, 2, 1, 4, 1,.i, 0, 1, 1, 2, 2, 0, 2, 0, 1,12,12, 8,  36, 0, 2, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 3, 1, 1, 1, 3, 1, 1, 2, 2, 2,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 7, 1, 1,.i, 1, 2, 2,.i, 2,.i, 2, 1, 2, 2, 3, 1, 2, 3, 2, 3, 2, 2, 2, 2, 3, 3,.i, 2, 4, 3, 1, 3, 3, 1,.i,.i, 1, 2, 2, 2, 2, 2, 2, 6,28.7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1913, .i,10,.i,12,1.08600000000000000e+03,   1,2707,5.82799999999999985e-01,5.82780483405470395e-01,                     .y,                     .y,                     .y,1.0000,1.000,6.18104441153118245e-01
 1, 2, 800,60,9160, 1, 7,.i,2310,61,7860,  .i,  .i, 2, 800,60,7860,  .i,.i,  .i,10, 3,53,32, 4, 1, 1, 3, 9, 1, 1, 8, 2, 1, 3, 1,.i, 0, 1, 1, 0, 2, 1, 3, 0, 1,12,12, 8,  36, 4, 1, 1, 5, 3, 3, 2, 3, 2, 2, 1, 3, 2, 3, 3, 2, 2, 2, 3, 2, 2, 3, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 6, 1, 1,.i, 1, 2, 1,.i, 1,.i, 1, 2, 1, 2, 2, 2, 2, 3, 3, 3, 1, 3, 2, 2, 3, 1,.i, 3, 5, 1, 3, 4, 1, 1,.i,.i, 2, 2, 2, 3, 3, 3, 3,10,76.3,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1914, .i,10,.i,12,1.07200000000000000e+03,   1,2707,7.74499999999999966e-01,7.74536286245505301e-01,                     .y,                     .y,                     .y,1.0000,1.000,8.40916466263870621e-01
 5, 2,4700,38,4970, 1, 5,.i, 120,53,6880,  .i,  .i, 1,4710,48,8660,4760,31,5170, 3,.i,62,26, 1, 1, 1, 1,.i, 1, 1, 8, 1, 3, 4, 1,.i, 0, 1, 1,.i,.i,.i, 2, 1, 0,12,.i, 8,  42, 6, 1, 1, 6,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 2,.s, 3, 3, 3, 2,.s, 7,.i, 5,.i,.i, 5,.i,.i,.i,.i,.i, 5,.i, 1,.i, 7,.i, 1,.i, 1,.s, 1,.i, 3, 1,.i,.i,.i, 2, 1, 1, 2, 3, 3, 3, 1, 3, 1, 2, 3, 1,.i, 3,.i, 2, 2, 4,.i,.i, 1, 1, 1,.i, 2,.i,.i,.i,.i,.i,43.0, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,1915, .i,10,.i,12,1.09200000000000000e+03,   1,2707,6.64799999999999947e-01,6.64847735902862946e-01,                     .y,                     .y,                     .y,1.0000,1.000,7.12917789820836534e-01
 8, 2,2310,61,7860, 1, 2,.i,4610,48,9290,  .i,  .i, 2, 220,53, 770,  .i,.i,  .i, 0, 2,39,32, 3, 1,.i, 2,19, 1, 1, 8,.i, 4, 2, 1,.i, 0, 1, 1, 1, 1, 0, 6, 0, 4, 1,.i, 8,  42, 5, 1, 1, 6, 1, 3, 2, 2, 1, 3, 3, 3, 1, 3, 2, 1, 1, 2, 3, 3, 2, 3, 7,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i, 1,.i, 5,.i, 1,.i, 1, 3, 1,.i, 4,.i,.i,.i,.i, 2, 2, 2, 3, 3, 3, 3, 2, 2, 1, 1, 3, 2,.i, 2,10, 3, 2, 2, 1, 1,.i,.i, 2, 2, 1, 3, 3, 3, 3, 9,80.9,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,.i,2022,1916, .i,10,.i,12,1.10500000000000000e+03,   1,2707,1.09369999999999989e+00,1.09372841135137766e+00,                     .y,                     .y,                     .y,1.0000,1.000,1.19022932817581339e+00
 7, 2,3255,64,8190, 1, 1,.i, 430,39,7380,  .i,  .i, 2,6320,42, 570,3600,48,8190, 1, 0,67,25, 3, 0, 0, 3,36, 2, 1, 9, 3, 1, 2, 1,.i, 0, 1, 1, 0, 0, 0, 2, 0, 2,12,.i, 8,  42, 6, 1, 1, 6, 3, 1, 1, 1, 1, 1, 1, 2, 2, 3, 3, 2, 1, 2, 2, 1, 2, 1, 7, 1, 5, 2, 2, 5, 2, 1, 4, 2, 1, 5, 1, 1,.i, 7, 1, 4,.i, 1, 2, 1,.i, 1, 2, 1, 2, 1, 3, 2, 2, 2, 3, 3, 2, 2, 3, 3, 2, 3, 2,.i, 3,.i, 1, 1, 4,.i,.i, 1, 1, 1, 2, 1,.i,.i,.i,.i,.i,84.2, 1, 1,.i,.i,.i,.i,.i, 2,.i, 2,.i, 2, 3,2022,1917, .i,10,.i,12,1.08200000000000000e+03,   1,2707,4.13300000000000001e-01,4.13303040526348586e-01,                     .y,                     .y,                     .y,1.0000,1.000,4.56125164751142287e-01
